date,close,ExactBestMajorReversals,4DaysAheadTwoState,BuyIfNotSell,SellIfNotBuy,TwoStateMajorReversals,TwoStDayAfterMajRev,2StBDayAftSDayBefore,2StBDayAftSDayOf,DayAfterMajorReversal,4_days_ahead_TARGET,5pct_20day_TARGET,5pct_10day_TARGET,2_5pct_5day_TARGET,vix,candleHeight,6_day_SMA ,pct_Diff_from_6_day_SMA,Slope_6_Day_SMA,4_day_SMA,Slope_4_day_SMA,newHighs1Y,newLows1Y,CHLI_1Y,newHighs1M,newLows1M,CHLI_1M,newHighs2W,newLows2W,CHLI_2W,newHighs1W,newLows1W,CHLI_1W,advancedIssues,declinedIssues,ADV_Issues,advancedVolume,declinedVolume,ADV_Vol,advancedIssuesComp,declinedIssuesComp,ADV_Issues_Comp,advancedVolumeComp,declinedVolumeComp,ADV_Vol_Comp,PutCallRatio,PutCallRatio100,ImpVol,daysToEarnings,daysToDividend,TenYearFuturesContract,TwoYearFuturesContract,2yr_Yield,10yr_Yield,2yr_pct_chg,10yr_pct_chg,10yr_2yr_diff,10_2_diff_pct_chg
6/12/2018,48.07,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,SELL,12.34,0.2238,48.165,-0.002,0.02,48.042,-0.035,245,43,0.850694415,686,187,0.785796096,901,586,0.605917952,1020,586,0.635118302,1564,1325,0.541363792,348955,143961,0.707940095,1594,1347,0.541992518,"1,354,792","586,539",0.697867597,0.6659,0.6064,0.1568,-34,-42,119.3906,105.8438,2.545,2.964,0.0083,0.0041,0.419,-0.021
6/13/2018,47.675,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,12.94,0.43,48.05625,-0.008,-0.03,47.869,-0.058,259,44,0.85478545,656,204,0.762790689,822,803,0.505846151,1021,803,0.559758769,1244,1606,0.436491227,267753,309505,0.463835928,1293,1653,0.438900202,"1,023,610","1,079,424",0.486730124,0.6442,0.5646,0.1647,-33,-41,119.2656,105.7891,2.574,2.974,0.0114,0.0034,0.4,-0.0453
6/14/2018,47.7,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,SELL,12.12,0.1875,47.92375,-0.005,-0.08,47.813,-0.019,245,48,0.836177446,565,224,0.716096315,712,854,0.454661555,896,854,0.511999997,1650,1225,0.573913041,359632,195942,0.647316109,1667,1280,0.565659991,"1,333,838","776,728",0.631981184,0.5915,0.5153,0.1654,-32,-40,119.4688,105.7969,2.57,2.935,-0.0016,-0.0131,0.365,-0.0875
6/15/2018,47.21,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,11.98,0.2975,47.73125,-0.011,-0.108,47.664,-0.05,226,55,0.804270434,574,285,0.668218851,712,974,0.422301302,907,974,0.482190322,1444,1434,0.501737316,546257,692188,0.441082971,1474,1463,0.501872657,"1,289,731","1,565,013",0.451785169,0.664,0.5626,0.1761,-31,-39,119.5938,105.8359,2.553,2.922,-0.0066,-0.0044,0.369,0.011
6/18/2018,47.185,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,SELL,12.31,0.215,47.60791667,-0.009,-0.105,47.443,-0.074,195,50,0.795918335,440,273,0.617110791,524,724,0.419871792,674,724,0.482117307,1497,1414,0.514256268,286903,252340,0.532047704,1519,1435,0.514218008,"1,132,680","896,847",0.558100484,0.6651,0.5488,0.1798,-30,-38,119.6406,105.8359,2.553,2.917,0,-0.0017,0.364,-0.0136
6/19/2018,46.4225,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,13.35,0.1375,47.37708333,-0.02,-0.118,47.129,-0.104,205,70,0.745454518,485,404,0.545556799,610,1068,0.363528007,878,"1,068",0.451181909,1240,1666,0.426703371,231732,358950,0.392312615,1257,1708,0.423946036,"873,118","1,284,911",0.404590485,0.7184,0.6384,0.1983,-29,-37,119.8125,105.8672,2.549,2.897,-0.0016,-0.0069,0.348,-0.044
6/20/2018,46.625,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,12.79,0.0375,47.13625,-0.011,-0.157,46.861,-0.09,246,36,0.872340395,554,161,0.774825164,666,398,0.625939844,927,398,0.699622636,1852,1049,0.638400549,361034,179876,0.667456693,1907,1070,0.640577761,"1,497,375","756,388",0.664388847,0.6081,0.5718,0.1977,-28,-36,119.5156,105.8125,2.566,2.937,0.0067,0.0138,0.371,0.0661
6/21/2018,46.365,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,14.64,0.4475,46.91791667,-0.012,-0.153,46.649,-0.07,232,65,0.781144755,551,326,0.628278214,688,854,0.446173797,967,854,0.531026905,827,2110,0.281579842,167639,413455,0.288488609,826,2174,0.275333332,"730,962","1,551,108",0.320306564,0.7367,0.6124,0.2135,-27,-35,119.8438,105.8672,2.541,2.899,-0.0097,-0.0129,0.358,-0.035
6/22/2018,46.23,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,13.77,0.3,46.67291667,-0.009,-0.154,46.411,-0.08,163,62,0.724444412,409,365,0.528423766,547,1019,0.349297571,770,"1,019",0.430408047,1555,1353,0.534731773,835054,827455,0.502285401,1596,1380,0.536290321,"1,671,551","1,640,555",0.504679198,0.7344,0.6945,0.2066,-26,-34,119.875,105.875,2.545,2.895,0.0016,-0.0014,0.35,-0.0223
6/25/2018,45.5425,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,BUY,17.33,0.3075,46.395,-0.018,-0.174,46.191,-0.073,68,83,0.450331096,199,546,0.26711409,260,1292,0.167525772,338,"1,292",0.207361962,681,2281,0.229912221,90779,557122,0.140112455,709,2303,0.235391765,"369,019","2,004,290",0.155487128,0.9756,0.7054,0.241,-25,-33,119.9531,105.8906,2.537,2.882,-0.0031,-0.0045,0.345,-0.0143
6/26/2018,46.1075,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,15.92,0.36,46.21541667,-0.002,-0.153,46.061,-0.043,74,60,0.552238765,213,308,0.408829167,285,734,0.279685964,383,734,0.342882719,1690,1218,0.581155431,286847,238860,0.545640442,1752,1230,0.587525149,"1,130,131","871,826",0.564513124,0.7797,0.6784,0.2315,-24,-32,120,105.9062,2.533,2.877,-0.0016,-0.0017,0.344,-0.0029
6/27/2018,46.04,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,17.91,0.267,46.15166667,-0.002,-0.081,45.98,-0.027,83,113,0.423469366,221,636,0.25787631,332,1425,0.188958451,466,"1,425",0.246430459,595,2348,0.202174651,89869,491537,0.154571848,585,2410,0.195325542,"438,402","1,830,711",0.193204129,0.8545,0.7502,0.2528,-23,-31,120.3906,105.9766,2.508,2.827,-0.0099,-0.0174,0.319,-0.0727
6/28/2018,46.375,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,16.85,0.35,46.11,0.006,-0.035,46.016,0.012,59,159,0.270642189,166,834,0.165999998,254,1721,0.128607594,346,"1,721",0.167392355,1551,1347,0.535196686,362142,186680,0.659853286,1608,1373,0.539416301,"1,369,151","782,120",0.63643818,0.8353,0.7071,0.2403,-22,-30,120.2812,105.9531,2.516,2.84,0.0032,0.0046,0.324,0.0157
6/29/2018,46.2775,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,BUY,16.09,0.295,46.09541667,0.004,-0.019,46.2,0.061,64,67,0.488549581,161,287,0.359374992,236,629,0.272832367,401,629,0.389320385,1596,1348,0.542119563,387820,273896,0.586082247,1625,1374,0.541847281,"1,211,152","893,817",0.575377595,0.9028,0.7117,0.3284,-21,-29,120.125,105.9062,2.532,2.86,0.0064,0.007,0.328,0.0123
7/2/2018,46.795,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,15.6,0.84,46.18958333,0.013,0.027,46.372,0.057,53,85,0.384057943,143,455,0.239130431,223,861,0.205719555,406,861,0.320441986,1768,1159,0.604031429,326939,154501,0.67908566,1786,1169,0.604399321,"1,130,815","602,221",0.652505199,0.8151,0.6609,0.2415,-20,-28,120.0469,105.8672,2.553,2.871,0.0083,0.0038,0.318,-0.0305
7/3/2018,45.98,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,16.14,0.9675,46.2625,-0.006,0.056,46.357,-0.005,97,73,0.570588202,266,244,0.521568617,375,470,0.443786977,820,470,0.63565891,1560,1273,0.550653016,116980,203302,0.365240632,1586,1294,0.550694443,"461,026","689,274",0.400787621,0.834,0.7276,0.2621,-19,-27,120.3594,105.9062,2.532,2.833,-0.0082,-0.0132,0.301,-0.0535
7/5/2018,46.35,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,BUY,14.97,0.035,46.30291667,0.001,0.038,46.351,-0.002,126,66,0.656249966,370,283,0.566615612,501,505,0.498011923,1024,505,0.669718766,2001,940,0.680380821,380377,123430,0.755005389,2093,876,0.70495116,"1,263,212","451,392",0.736736879,0.7831,0.7581,0.255,-18,-26,120.3438,105.8672,2.557,2.833,0.0099,0,0.276,-0.0831
7/6/2018,46.9925,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,13.37,0.6375,46.46166667,0.011,0.066,46.529,0.06,172,59,0.744588712,498,239,0.675712338,690,428,0.617173519,1382,428,0.763535907,2036,855,0.704254581,378181,83719,0.818750812,2067,892,0.698546804,"1,328,542","345,877",0.793434618,0.6938,0.6462,0.2423,-17,-25,120.375,105.8984,2.541,2.824,-0.0063,-0.0032,0.283,0.0254
7/9/2018,47.645,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,12.69,0.27,46.67333333,0.021,0.123,46.742,0.071,158,35,0.818652807,430,118,0.784671519,1028,292,0.778787873,1632,292,0.848232844,1842,1113,0.623350252,345392,133774,0.72081909,1862,1132,0.621910486,"1,281,641","522,570",0.710360928,0.6753,0.6082,0.2447,-16,-24,120.1406,105.8594,2.561,2.858,0.0079,0.012,0.297,0.0495
7/10/2018,47.5875,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,12.64,0.09,46.89166667,0.015,0.143,47.144,0.134,164,44,0.788461501,468,166,0.738170335,1058,382,0.734722217,1563,382,0.803598968,1154,1737,0.399169836,212811,229983,0.480609493,1179,1796,0.39630252,"793,275","876,839",0.474982546,0.9267,0.7959,0.2381,-15,-23,120.1875,105.8359,2.586,2.867,0.0098,0.0031,0.281,-0.0539
7/11/2018,46.97,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,13.63,0.155,46.92083333,0.001,0.082,47.299,0.052,74,54,0.578124955,193,193,0.499999987,351,714,0.329577462,467,714,0.3954276,1016,1869,0.352166377,144585,304208,0.322164116,1021,1919,0.34727891,"602,140","1,117,916",0.350069998,0.8309,0.7021,0.2477,-14,-22,120.1719,105.8203,2.573,2.84,-0.005,-0.0094,0.267,-0.0498
7/12/2018,47.7575,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,12.58,0.375,47.21708333,0.012,0.108,47.49,0.064,126,68,0.649484503,318,253,0.556917679,595,866,0.407255302,740,866,0.460772102,1691,1179,0.589198604,346726,133448,0.722084078,1720,1229,0.583248557,"1,362,364","523,417",0.722440199,0.6296,0.5509,0.2522,-13,-21,120.2188,105.8203,2.59,2.849,0.0066,0.0032,0.259,-0.03
7/13/2018,47.8325,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,12.18,0.0625,47.46416667,0.008,0.181,47.537,0.016,132,68,0.659999967,337,250,0.574105612,693,834,0.453831038,776,834,0.481987575,1286,1569,0.450437827,187185,248073,0.430055278,1313,1609,0.449349759,"724,104","948,647",0.432882121,0.7723,0.599,0.2463,-12,-20,120.3906,105.8281,2.582,2.829,-0.0031,-0.007,0.247,-0.0463
7/16/2018,47.7275,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,12.83,0.1525,47.58666667,0.003,0.123,47.572,0.012,88,73,0.546583817,209,260,0.445628988,366,846,0.301980196,427,846,0.33542812,1148,1735,0.398196322,166386,273690,0.378084694,1147,1787,0.390933877,"662,322","995,271",0.399568531,0.768,0.699,0.2494,-11,-19,120.1562,105.7891,2.599,2.856,0.0066,0.0095,0.257,0.0405
7/17/2018,47.8625,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,12.06,0.425,47.62291667,0.005,0.053,47.795,0.074,121,78,0.60804017,327,295,0.525723464,561,961,0.368593953,679,961,0.414024388,1638,1280,0.561343384,288492,142031,0.670096603,1715,1251,0.578219823,"1,091,677","607,693",0.642401007,0.7517,0.6715,0.2438,-10,-18,120.125,105.7656,2.615,2.86,0.0062,0.0014,0.245,-0.0467
7/18/2018,47.6,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,BUY,HOLD,12.1,0.345,47.625,-0.001,0.013,47.756,-0.013,145,68,0.680751142,340,255,0.571428562,626,778,0.445868943,866,778,0.526763987,1606,1274,0.557638887,213303,243044,0.467414051,1596,1350,0.541751526,"833,266","988,207",0.457468214,0.6965,0.7079,0.2498,-9,-17,120.0781,105.7734,2.615,2.875,0,0.0052,0.26,0.0612
7/19/2018,47.97,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,BUY,HOLD,12.87,0.5475,47.79166667,0.004,0.056,47.79,0.011,147,68,0.683720898,392,246,0.614420053,639,765,0.455128202,987,765,0.563356161,1559,1335,0.538700758,209755,247677,0.45854903,1593,1378,0.536183102,"830,853","982,723",0.458129684,0.7138,0.6589,0.2559,-8,-16,120.3281,105.8047,2.591,2.838,-0.0092,-0.0129,0.247,-0.05
7/20/2018,47.86,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,BUY,HOLD,12.86,0.085,47.80875,0.001,0.061,47.823,0.011,166,52,0.761467855,390,212,0.647840521,610,667,0.477682064,992,667,0.597950569,1377,1498,0.47895652,202649,287521,0.413425954,1388,1565,0.470030476,"726,204","1,012,329",0.417710794,0.7805,0.6707,0.2473,-7,-15,120,105.7969,2.595,2.895,0.0015,0.0201,0.3,0.2146
7/23/2018,47.9025,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,BUY,HOLD,12.62,0.2325,47.82041667,0.002,0.01,47.833,0.003,119,57,0.676136325,290,251,0.536044352,412,695,0.372177052,639,695,0.479010491,1425,1467,0.492738588,217545,199791,0.521270631,1433,1522,0.484940777,"820,522","785,508",0.510900793,0.7407,0.7254,0.2375,-6,-14,119.5469,105.7344,2.633,2.96,0.0146,0.0225,0.327,0.09
7/24/2018,48.25,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,BUY,HOLD,12.41,0.1375,47.9075,0.007,0.033,47.996,0.054,178,76,0.700787374,509,395,0.563053091,633,1077,0.370175436,976,"1,077",0.475401849,911,2047,0.307978363,153640,345748,0.307656572,971,2015,0.325184192,"637,835","1,336,751",0.323022142,0.7103,0.6268,0.2329,-5,-13,119.5625,105.7344,2.637,2.95,0.0015,-0.0034,0.313,-0.0428
7/25/2018,48.705,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,12.29,0.4399,48.04791667,0.014,0.076,48.179,0.061,126,95,0.570135721,391,458,0.460541808,528,1206,0.304498268,697,"1,206",0.366263792,1643,1240,0.569892471,319631,162564,0.662866683,1667,1274,0.566814007,"1,167,075","663,243",0.637635099,0.6534,0.6017,0.2241,-4,-12,119.3438,105.6875,2.673,2.973,0.0137,0.0078,0.3,-0.0415
7/26/2018,48.5525,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,BUY,BUY,BUY,BUY,12.14,0.1,48.20666667,0.007,0.1,48.353,0.058,122,67,0.645502611,375,270,0.58139534,503,638,0.440841363,654,638,0.506191947,1592,1329,0.545018827,265355,282596,0.484267754,1634,1351,0.547403683,"1,106,534","1,111,727",0.498829489,0.6813,0.6352,0.241,-3,-11,119.3125,105.6641,2.69,2.982,0.0064,0.003,0.292,-0.0267
7/27/2018,47.745,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,BUY,BUY,BUY,BUY,13.03,1.0025,48.16916667,-0.009,0.04,48.313,-0.013,120,121,0.497925291,393,558,0.413249207,544,1292,0.296296295,732,"1,292",0.361660077,691,2252,0.234794427,148974,410038,0.266495174,680,2323,0.226440226,"646,708","1,502,191",0.300948532,0.8984,0.7378,0.2607,-2,-10,119.5,105.6875,2.678,2.958,-0.0045,-0.008,0.28,-0.0411
7/30/2018,47.4775,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,BUY,BUY,BUY,BUY,14.26,0.4975,48.10541667,-0.013,-0.034,48.12,-0.064,42,109,0.278145677,172,541,0.241234218,254,1188,0.176144243,346,"1,188",0.225554105,1022,1920,0.347382732,167811,373942,0.309755553,1050,1940,0.351170567,"701,970","1,409,926",0.332388527,0.94,0.7666,0.2784,-1,-9,119.375,105.6953,2.665,2.975,-0.0049,0.0057,0.31,0.1071
7/31/2018,47.5725,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,BUY,BUY,BUY,12.83,0.0025,48.05041667,-0.01,-0.04,47.837,-0.094,57,80,0.416058364,223,414,0.350078487,317,794,0.28532853,469,794,0.371338081,1877,1071,0.636702847,377601,215704,0.636436571,1922,1062,0.644101875,"1,336,010","808,022",0.623129692,0.8396,0.7551,0.2948,0,-8,119.4219,105.6797,2.674,2.962,0.0034,-0.0044,0.288,-0.071
8/1/2018,50.375,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,13.15,0.5925,48.40458333,0.04,0.1,48.293,0.152,79,120,0.396984905,266,505,0.345006481,383,944,0.288620947,614,944,0.394094991,1407,1495,0.484838041,260977,301927,0.463626125,1425,1546,0.479636484,"977,130","1,184,750",0.451981609,0.8125,0.6671,0.2006,-65,-7,119.1406,105.6719,2.682,3.004,0.003,0.0142,0.322,0.1181
8/2/2018,51.8475,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,12.19,1.7025,48.92833333,0.06,0.293,49.318,0.342,117,128,0.477551001,296,496,0.373737369,432,965,0.309234071,666,965,0.40833844,1750,1194,0.594429346,354080,174530,0.669832201,1828,1164,0.610962565,"1,351,658","700,921",0.658516919,0.79,0.6525,0.2019,-64,-6,119.3125,105.7031,2.665,2.986,-0.0063,-0.006,0.321,-0.0031
8/3/2018,51.9975,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,11.64,0.24,49.5025,0.052,0.366,50.448,0.377,130,109,0.543933032,344,425,0.447334194,496,769,0.392094859,797,769,0.508939971,1148,1792,0.390476189,237307,273805,0.464295497,1235,1758,0.412629467,"899,502","1,091,879",0.451697591,0.712,0.573,0.1976,-63,-5,119.6094,105.7422,2.645,2.951,-0.0075,-0.0117,0.306,-0.0467
8/6/2018,52.2675,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,11.27,0.2675,50.25625,0.042,0.443,51.622,0.391,98,83,0.541436434,288,285,0.502617792,420,506,0.45356371,715,506,0.585585581,1808,1104,0.620879119,370689,145227,0.718506501,1814,1136,0.614915252,"1,585,384","591,326",0.728339558,0.7054,0.5772,0.1887,-62,-4,119.7031,105.7344,2.649,2.945,0.0015,-0.002,0.296,-0.0327
8/7/2018,51.7775,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,10.93,0.5525,50.97291667,0.017,0.49,51.973,0.117,153,98,0.609561729,412,345,0.544253626,559,531,0.512844032,935,531,0.6377899,1638,1250,0.567174513,281600,253489,0.526267593,1659,1293,0.561991868,"1,070,998","1,062,677",0.501949922,0.7577,0.7039,0.1918,-61,-3,119.4531,105.6953,2.674,2.977,0.0094,0.0109,0.303,0.0236
8/8/2018,51.8125,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,10.85,0.3,51.67958333,0.003,0.474,51.964,-0.003,136,112,0.548387075,388,390,0.498714647,584,685,0.460204882,977,685,0.587845965,1525,1394,0.52243919,231897,263693,0.467921064,1498,1449,0.508313537,"951,371","1,063,186",0.472248241,0.864,0.7611,0.1892,-60,-2,119.5469,105.7109,2.674,2.964,0,-0.0044,0.29,-0.0429
8/9/2018,52.22,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,11.27,0.4,51.98708333,0.004,0.338,52.019,0.019,143,97,0.595833309,366,346,0.514044937,616,627,0.495575217,1016,627,0.618381007,1497,1389,0.518711017,232284,249776,0.48185703,1541,1416,0.521136285,"970,286","1,013,990",0.488987419,0.6194,0.5586,0.1786,-59,-1,119.7656,105.7422,2.649,2.929,-0.0093,-0.0118,0.28,-0.0345
8/10/2018,51.8825,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,13.16,0.0425,51.99291667,-0.002,0.104,51.923,-0.032,122,127,0.48995982,312,421,0.425648016,535,912,0.369730474,803,912,0.468221572,1127,1760,0.390370626,168613,353032,0.323233233,1167,1783,0.395593219,"650,326","1,379,785",0.320340119,0.8407,0.7705,0.1828,-58,0,120.2344,105.8359,2.608,2.873,-0.0155,-0.0191,0.265,-0.0536
8/13/2018,52.2175,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,14.78,0.2925,52.02958333,0.004,0.014,52.033,0.037,77,130,0.371980658,212,433,0.328682165,350,908,0.278219394,494,908,0.352353778,1029,1915,0.349524455,161417,285491,0.361186195,1051,1969,0.348013244,"656,862","1,055,198",0.383667628,0.7972,0.6607,0.1938,-57,-62,120.1875,105.8125,2.612,2.877,0.0015,0.0014,0.265,0
8/14/2018,52.4375,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,13.31,0.1013,52.05791667,0.007,0.022,52.189,0.052,126,159,0.442105248,316,492,0.391089104,529,979,0.350795754,757,979,0.436059905,1857,1087,0.630774454,270501,175872,0.605997675,1891,1101,0.632018714,"1,041,263","721,554",0.590681279,0.7351,0.5951,0.181,-56,-61,120.0625,105.7656,2.641,2.9,0.0111,0.008,0.259,-0.0226
8/15/2018,52.56,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,14.64,0.255,52.18833333,0.007,0.053,52.274,0.028,97,216,0.309904143,245,649,0.274049214,432,1265,0.254566881,631,"1,265",0.332805905,716,2254,0.24107744,100607,479692,0.173370969,733,2276,0.243602525,"407,759","1,827,450",0.182425447,0.9635,0.8065,0.2042,-55,-60,120.3438,105.8281,2.612,2.864,-0.011,-0.0124,0.252,-0.027
8/16/2018,53.33,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,HOLD,13.45,0.3925,52.44125,0.017,0.128,52.636,0.121,94,73,0.562874218,233,193,0.546948344,395,438,0.47418967,600,438,0.578034677,2057,875,0.701568893,294444,200488,0.59491809,2119,891,0.703986709,"1,091,874","832,765",0.567313662,0.7066,0.654,0.2017,-54,-59,120.3125,105.8047,2.621,2.87,0.0034,0.0021,0.249,-0.0119
8/17/2018,54.395,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,12.64,1.035,52.80375,0.031,0.205,53.181,0.181,103,76,0.575418962,257,226,0.532091086,412,465,0.469783347,647,465,0.581834527,1639,1274,0.562650187,279973,229281,0.549770841,1724,1230,0.583615435,"979,712","824,815",0.542919003,0.8776,0.8066,0.208,-53,-58,120.3281,105.8359,2.612,2.864,-0.0034,-0.0021,0.252,0.012
8/20/2018,53.865,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,HOLD,12.49,0.66,53.13416667,0.014,0.231,53.538,0.119,169,87,0.660156224,411,244,0.627480906,690,550,0.556451608,1072,550,0.66091245,1791,1157,0.607530527,285974,150500,0.655191374,1817,1193,0.603654483,"1,096,504","561,227",0.661448691,0.7128,0.6749,0.2033,-52,-57,120.6719,105.875,2.587,2.819,-0.0096,-0.0157,0.232,-0.0794
8/21/2018,53.76,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,HOLD,12.86,0.44,53.39125,0.007,0.196,53.838,0.1,228,63,0.783505128,581,167,0.776737958,939,402,0.700223708,1443,402,0.782113817,2057,928,0.689112225,338424,106507,0.76062131,2099,930,0.692967974,"1,296,786","410,366",0.75961953,0.6342,0.5679,0.2023,-51,-56,120.5625,105.8594,2.608,2.842,0.0081,0.0082,0.234,0.0086
8/22/2018,53.7625,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,12.25,0.2375,53.61208333,0.003,0.159,53.946,0.036,221,37,0.856589114,532,108,0.831249987,883,286,0.755346443,1332,286,0.823238561,1760,1141,0.606687347,236394,145040,0.61975073,1755,1189,0.596127715,"1,060,181","553,459",0.657012097,0.7367,0.6467,0.1912,-50,-55,120.625,105.8594,2.595,2.821,-0.005,-0.0074,0.226,-0.0342
8/23/2018,53.8725,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,12.41,0.21,53.83083333,0.001,0.147,53.815,-0.044,161,30,0.842931893,320,99,0.763723132,559,314,0.640320726,848,314,0.729776242,1194,1712,0.410874052,171860,285983,0.375368849,1218,1736,0.412322273,"711,302","1,131,506",0.385988122,0.7089,0.6552,0.1975,-49,-54,120.5156,105.8125,2.62,2.828,0.0096,0.0025,0.208,-0.0796
8/24/2018,54.04,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,11.99,0.11,53.94916667,0.002,0.112,53.859,0.015,226,49,0.821818152,449,126,0.780869552,833,444,0.652310097,1154,444,0.722152686,1777,1112,0.615091725,331667,125484,0.725508639,1881,1078,0.63568773,"1,330,473","509,630",0.723042678,0.6917,0.6513,0.1865,-48,-53,120.625,105.8203,2.624,2.813,0.0015,-0.0053,0.189,-0.0913
